Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
TGRA,Trimegah Karya Pratama Tbk.,7/27/2021,2000075630,Akselerasi,Technology,148,2.96E+11,11/1/2021 9:00,11/18/2022 15:59,7/27/2021 9:00,11/18/2022 16:00,7/27/2021,11/18/2022
TIFA,Bukalapak.com Tbk.,8/6/2021,1.03E+11,Pengembangan,Technology,312,3.22E+13,11/1/2021 9:00,11/18/2022 15:59,8/6/2021 9:00,11/18/2022 16:00,8/6/2021,11/18/2022
TINS,Hasnur Internasional Shipping ,9/1/2021,2626250000,Utama,Transportation & Logistic,246,6.46E+11,11/1/2021 9:00,11/18/2022 15:59,9/1/2021 9:00,11/18/2022 16:00,9/1/2021,11/18/2022
TIRA,Geoprima Solusi Tbk.,9/6/2021,666666823,Pengembangan,Industrials,114,76000017822,11/1/2021 9:00,11/18/2022 15:59,9/6/2021 9:00,11/18/2022 16:00,9/6/2021,11/18/2022
TIRT,Indo Oil Perkasa Tbk.,9/6/2021,454003386,Pengembangan,Consumer Non-Cyclicals,212,96248717832,11/1/2021 9:00,11/18/2022 15:59,9/6/2021 9:00,11/18/2022 16:00,9/6/2021,11/18/2022
TKIM,Prima Andalan Mandiri Tbk.,9/7/2021,3555560000,Utama,Energy,7125,2.53E+13,11/1/2021 9:00,11/18/2022 15:59,9/7/2021 9:00,11/18/2022 16:00,9/7/2021,11/18/2022
TLDN,Cemindo Gemilang Tbk.,9/8/2021,17125504000,Utama,Basic Materials,860,1.47E+13,11/1/2021 9:00,11/18/2022 15:59,9/8/2021 9:00,11/18/2022 16:00,9/8/2021,11/18/2022
TLKM,GTS Internasional Tbk.,9/8/2021,15819142767,Utama,Energy,59,9.33E+11,11/1/2021 9:00,11/18/2022 15:59,9/8/2021 9:00,11/18/2022 16:00,9/8/2021,11/18/2022
TMAS,Kedoya Adyaraya Tbk.,9/8/2021,929675000,Utama,Healthcare,1220,1.13E+12,11/1/2021 9:00,11/18/2022 15:59,9/8/2021 9:00,11/18/2022 16:00,9/8/2021,11/18/2022
TMPO,Global Sukses Solusi Tbk.,9/8/2021,983557875,Akselerasi,Technology,186,1.83E+11,11/1/2021 9:00,11/18/2022 15:59,9/8/2021 9:00,11/18/2022 16:00,9/8/2021,11/18/2022
TNCA,Surya Biru Murni Acetylene Tbk,9/8/2021,929483277,Pengembangan,Basic Materials,208,1.93E+11,11/1/2021 9:00,11/18/2022 15:59,9/8/2021 9:00,11/18/2022 16:00,9/8/2021,11/18/2022
TOBA,Idea Indonesia Akademi Tbk.,9/9/2021,1062437500,Akselerasi,Consumer Cyclicals,53,56309187500,11/1/2021 9:00,11/18/2022 15:59,9/9/2021 9:00,11/18/2022 16:00,9/9/2021,11/18/2022
TOOL,Ace Oldfields Tbk.,10/25/2021,1292570540,Pengembangan,Industrials,64,82724514560,11/1/2021 9:00,11/18/2022 15:59,10/25/2021 9:00,11/18/2022 16:00,10/25/2021,11/18/2022
TOPS,Formosa Ingredient Factory Tbk,11/1/2021,1155750000,Pengembangan,Consumer Non-Cyclicals,193,2.23E+11,11/1/2021 9:00,11/18/2022 15:59,11/1/2021 9:00,11/18/2022 16:00,11/1/2021,11/18/2022
TOTL,Dayamitra Telekomunikasi Tbk.,11/22/2021,83515452844,Utama,Infrastructures,685,5.72E+13,11/22/2021 9:00,11/18/2022 15:59,11/22/2021 9:00,11/18/2022 16:00,11/22/2021,11/18/2022
TOTO,Perma Plasindo Tbk.,11/25/2021,2175000000,Pengembangan,Industrials,132,2.87E+11,11/25/2021 9:00,11/18/2022 15:59,11/25/2021 9:00,11/18/2022 16:00,11/25/2021,11/18/2022
TOWR,Caturkarda Depo Bangunan Tbk.,11/25/2021,6790000000,Utama,Consumer Cyclicals,460,3.12E+12,11/25/2021 9:00,11/18/2022 15:59,11/25/2021 9:00,11/18/2022 16:00,11/25/2021,11/18/2022
TOYS,Cisarua Mountain Dairy Tbk.,12/6/2021,7934683000,Utama,Consumer Non-Cyclicals,4580,3.63E+13,12/6/2021 9:00,11/18/2022 15:59,12/6/2021 9:00,11/18/2022 16:00,12/6/2021,11/18/2022
TPIA,Jaya Swarasa Agung Tbk.,12/6/2021,1098920000,Pengembangan,Consumer Non-Cyclicals,630,6.92E+11,12/6/2021 9:00,11/18/2022 15:59,12/6/2021 9:00,11/18/2022 16:00,12/6/2021,11/18/2022
TPMA,Wira Global Solusi Tbk.,12/6/2021,1042500000,Akselerasi,Technology,145,1.51E+11,12/6/2021 9:00,11/18/2022 15:59,12/6/2021 9:00,11/18/2022 16:00,12/6/2021,11/18/2022
TRAM,Widodo Makmur Perkasa Tbk.,12/6/2021,29419000000,Utama,Consumer Non-Cyclicals,146,4.30E+12,12/6/2021 9:00,11/18/2022 15:59,12/6/2021 9:00,11/18/2022 16:00,12/6/2021,11/18/2022
TRGU,RMK Energy Tbk.,12/7/2021,4375000000,Utama,Energy,990,4.33E+12,12/7/2021 9:00,11/18/2022 15:59,12/7/2021 9:00,11/18/2022 16:00,12/7/2021,11/18/2022
TRIL,Avia Avian Tbk.,12/8/2021,61953555600,Utama,Basic Materials,740,4.58E+13,12/8/2021 9:00,11/18/2022 15:59,12/8/2021 9:00,11/18/2022 16:00,12/8/2021,11/18/2022
TRIM,OBM Drilchem Tbk.,12/8/2021,732000000,Pengembangan,Basic Materials,238,1.74E+11,12/8/2021 9:00,11/18/2022 15:59,12/8/2021 9:00,11/18/2022 16:00,12/8/2021,11/18/2022
TRIN,Indo Pureco Pratama Tbk.,12/9/2021,4600000000,Pengembangan,Consumer Non-Cyclicals,195,8.97E+11,12/9/2021 9:00,11/18/2022 15:59,12/9/2021 9:00,11/18/2022 16:00,12/9/2021,11/18/2022
TRIO,Wahana Inti Makmur Tbk.,12/13/2021,807400000,Pengembangan,Consumer Non-Cyclicals,106,85584400000,12/13/2021 9:00,11/18/2022 15:59,12/13/2021 9:00,11/18/2022 16:00,12/13/2021,11/18/2022
TRIS,Bintang Samudera Mandiri Lines,12/16/2021,1850225000,Pengembangan,Energy,525,9.71E+11,12/16/2021 9:00,11/18/2022 15:59,12/16/2021 9:00,11/18/2022 16:00,12/16/2021,11/18/2022
TRJA,Dharma Polimetal Tbk.,12/20/2021,4705882300,Utama,Consumer Cyclicals,620,2.92E+12,12/20/2021 9:00,11/18/2022 15:59,12/20/2021 9:00,11/18/2022 16:00,12/20/2021,11/18/2022
TRST,Adaro Minerals Indonesia Tbk.,1/3/2022,40882331500,Pengembangan,Energy,1810,7.40E+13,1/3/2022 9:00,11/18/2022 15:59,1/3/2022 9:00,11/18/2022 16:00,1/3/2022,11/18/2022
TRUE,Semacom Integrated Tbk.,1/10/2022,1347000000,Pengembangan,Energy,156,2.10E+11,1/10/2022 9:00,11/18/2022 15:59,1/10/2022 9:00,11/18/2022 16:00,1/10/2022,11/18/2022
TRUK,Autopedia Sukses Lestari Tbk.,1/25/2022,12746354780,Pengembangan,Consumer Cyclicals,144,1.84E+12,1/25/2022 9:00,11/18/2022 15:59,1/25/2022 9:00,11/18/2022 16:00,1/25/2022,11/18/2022
TRUS,Net Visi Media Tbk.,1/26/2022,23453177240,Pengembangan,Consumer Cyclicals,230,5.39E+12,1/26/2022 9:00,11/18/2022 15:59,1/26/2022 9:00,11/18/2022 16:00,1/26/2022,11/18/2022
TSPC,Mitra Angkasa Sejahtera Tbk.,1/28/2022,4800000000,Pengembangan,Consumer Cyclicals,50,2.40E+11,1/28/2022 9:00,11/18/2022 15:59,1/28/2022 9:00,11/18/2022 16:00,1/28/2022,11/18/2022
TUGU,Champ Resto Indonesia Tbk.,2/8/2022,2166666800,Pengembangan,Consumer Cyclicals,1775,3.85E+12,2/8/2022 9:00,11/18/2022 15:59,2/8/2022 9:00,11/18/2022 16:00,2/8/2022,11/18/2022
TURI,Nusatama Berkah Tbk.,2/9/2022,2700000000,Pengembangan,Industrials,50,1.35E+11,2/9/2022 9:00,11/18/2022 15:59,2/9/2022 9:00,11/18/2022 16:00,2/9/2022,11/18/2022
UANG,Sumber Mas Konstruksi Tbk.,3/9/2022,1253000000,Akselerasi,Infrastructures,510,6.39E+11,3/9/2022 9:00,11/18/2022 15:59,3/9/2022 9:00,11/18/2022 16:00,3/9/2022,11/18/2022
UCID,Nanotech Indonesia Global Tbk.,3/10/2022,4285000000,Akselerasi,Consumer Non-Cyclicals,29,1.24E+11,3/10/2022 9:00,11/18/2022 15:59,3/10/2022 9:00,11/18/2022 16:00,3/10/2022,11/18/2022
UFOE,Sumber Tani Agung Resources Tb,3/10/2022,10903372600,Utama,Consumer Non-Cyclicals,1115,1.22E+13,3/10/2022 9:00,11/18/2022 15:59,3/10/2022 9:00,11/18/2022 16:00,3/10/2022,11/18/2022
ULTJ,Sepeda Bersama Indonesia Tbk.,3/21/2022,1293334000,Pengembangan,Consumer Cyclicals,230,2.97E+11,3/21/2022 9:00,11/18/2022 15:59,3/21/2022 9:00,11/18/2022 16:00,3/21/2022,11/18/2022
UNIC,WIR ASIA Tbk.,4/4/2022,11919159000,Pengembangan,Technology,226,2.69E+12,4/4/2022 9:00,11/18/2022 15:59,4/4/2022 9:00,11/18/2022 16:00,4/4/2022,11/18/2022
UNIQ,Sigma Energy Compressindo Tbk.,4/8/2022,910000000,Pengembangan,Energy,183,1.67E+11,4/8/2022 9:00,11/18/2022 15:59,4/8/2022 9:00,11/18/2022 16:00,4/8/2022,11/18/2022
UNIT,GoTo Gojek Tokopedia Tbk.,4/11/2022,1.18E+12,Utama,Technology,222,2.63E+14,4/11/2022 9:00,11/18/2022 15:59,4/11/2022 9:00,11/18/2022 16:00,4/11/2022,11/18/2022
UNSP,Teladan Prima Agro Tbk.,4/12/2022,12946530200,Utama,Consumer Non-Cyclicals,580,7.51E+12,4/12/2022 9:00,11/18/2022 15:59,4/12/2022 9:00,11/18/2022 16:00,4/12/2022,11/18/2022
UNTR,Murni Sadar Tbk.,4/20/2022,2068526950,Utama,Healthcare,1715,3.55E+12,4/20/2022 9:00,11/18/2022 15:59,4/20/2022 9:00,11/18/2022 16:00,4/20/2022,11/18/2022
UNVR,Indo Boga Sukses Tbk.,4/25/2022,8036800000,Akselerasi,Consumer Non-Cyclicals,92,7.39E+11,4/25/2022 9:00,11/18/2022 15:59,4/25/2022 9:00,11/18/2022 16:00,4/25/2022,11/18/2022
URBN,Winner Nusantara Jaya Tbk.,4/25/2022,5235200000,Utama,Properties & Real Estate,50,2.62E+11,4/25/2022 9:00,11/18/2022 15:59,4/25/2022 9:00,11/18/2022 16:00,4/25/2022,11/18/2022
UVCR,Oscar Mitra Sukses Sejahtera T,5/17/2022,1900000000,Akselerasi,Consumer Cyclicals,29,55100000000,5/23/2022 9:00,11/18/2022 15:59,5/23/2022 9:00,11/18/2022 16:00,5/23/2022,11/18/2022
VICI,Cilacap Samudera Fishing Indus,5/27/2022,5000000000,Pengembangan,Consumer Non-Cyclicals,140,7.00E+11,6/6/2022 9:00,11/18/2022 15:59,5/30/2022 9:00,11/18/2022 16:00,5/27/2022,11/18/2022
VICO,Saraswanti Indoland Developmen,7/7/2022,5385000000,Pengembangan,Properties & Real Estate,110,5.92E+11,7/7/2022 9:00,11/18/2022 15:59,7/7/2022 9:00,11/18/2022 16:00,7/7/2022,11/18/2022
VINS,Arkora Hydro Tbk.,7/8/2022,2928495000,Pengembangan,Infrastructures,620,1.82E+12,7/8/2022 9:00,11/18/2022 15:59,7/8/2022 9:00,11/18/2022 16:00,7/8/2022,11/18/2022
VIVA,Chemstar Indonesia Tbk.,7/8/2022,1700000000,Pengembangan,Basic Materials,95,1.62E+11,7/8/2022 9:00,11/18/2022 15:59,7/8/2022 9:00,11/18/2022 16:00,7/8/2022,11/18/2022
VOKS,Cerestar Indonesia Tbk.,7/8/2022,7945412700,Pengembangan,Consumer Non-Cyclicals,230,1.83E+12,7/8/2022 9:00,11/18/2022 15:59,7/8/2022 9:00,11/18/2022 16:00,7/8/2022,11/18/2022
VRNA,Dewi Shri Farmindo Tbk.,7/18/2022,2000000000,Pengembangan,Consumer Non-Cyclicals,240,4.80E+11,7/18/2022 9:00,11/18/2022 15:59,7/18/2022 9:00,11/18/2022 16:00,7/18/2022,11/18/2022
WAPO,Tera Data Indonusa Tbk.,7/20/2022,5840126500,Pengembangan,Technology,236,1.38E+12,7/20/2022 9:00,11/18/2022 15:59,7/20/2022 9:00,11/18/2022 16:00,7/20/2022,11/18/2022
WEGE,Bangun Karya Perkasa Jaya Tbk.,7/25/2022,1625000000,Pengembangan,Infrastructures,426,6.92E+11,7/25/2022 9:00,11/18/2022 15:59,7/25/2022 9:00,11/18/2022 16:00,7/25/2022,11/18/2022
WEHA,Habco Trans Maritima Tbk.,7/26/2022,7000000000,Pengembangan,Transportation & Logistic,406,2.84E+12,7/26/2022 9:00,11/18/2022 15:59,7/26/2022 9:00,11/18/2022 16:00,7/26/2022,11/18/2022
WGSH,Utama Radar Cahaya Tbk.,8/2/2022,750000000,Akselerasi,Transportation & Logistic,105,78750000000,8/2/2022 9:00,11/18/2022 15:59,8/2/2022 9:00,11/18/2022 16:00,8/2/2022,11/18/2022
WICO,Aman Agrindo Tbk.,8/3/2022,1070362500,Pengembangan,Consumer Non-Cyclicals,218,2.33E+11,8/3/2022 9:00,11/18/2022 15:59,8/3/2022 9:00,11/18/2022 16:00,8/3/2022,11/18/2022
WIFI,Agung Menjangan Mas Tbk.,8/4/2022,1200000000,Akselerasi,Consumer Non-Cyclicals,53,63600000000,8/4/2022 9:00,11/18/2022 15:59,8/4/2022 9:00,11/18/2022 16:00,8/4/2022,11/18/2022
WIIM,Jhonlin Agro Raya Tbk.,8/4/2022,8000000000,Pengembangan,Consumer Non-Cyclicals,246,1.97E+12,8/4/2022 9:00,11/18/2022 15:59,8/4/2022 9:00,11/18/2022 16:00,8/4/2022,11/18/2022
WIKA,Sari Kreasi Boga Tbk.,8/5/2022,3128090000,Pengembangan,Consumer Cyclicals,138,4.32E+11,8/5/2022 9:00,11/18/2022 15:59,8/5/2022 9:00,11/18/2022 16:00,8/5/2022,11/18/2022
WINR,Pelayaran Nasional Ekalya Purn,8/8/2022,7412000000,Utama,Transportation & Logistic,206,1.53E+12,8/8/2022 9:00,11/18/2022 15:59,8/8/2022 9:00,11/18/2022 16:00,8/8/2022,11/18/2022
WINS,Estee Gold Feet Tbk.,8/8/2022,2500000000,Akselerasi,Consumer Non-Cyclicals,212,5.30E+11,8/8/2022 9:00,11/18/2022 15:59,8/8/2022 9:00,11/18/2022 16:00,8/8/2022,11/18/2022
WIRG,Kusuma Kemindo Sentosa Tbk.,8/8/2022,1500000000,Pengembangan,Basic Materials,134,2.01E+11,8/8/2022 9:00,11/18/2022 15:59,8/8/2022 9:00,11/18/2022 16:00,8/8/2022,11/18/2022
WMPP,Mora Telematika Indonesia Tbk.,8/8/2022,23646668691,Utama,Infrastructures,560,1.32E+13,8/8/2022 9:00,11/18/2022 15:59,8/8/2022 9:00,11/18/2022 16:00,8/8/2022,11/18/2022
WMUU,Segar Kumala Indonesia Tbk.,8/9/2022,1000000000,Pengembangan,Consumer Non-Cyclicals,745,7.45E+11,8/9/2022 9:00,11/18/2022 15:59,8/9/2022 9:00,11/18/2022 16:00,8/9/2022,11/18/2022
WOMF,Klinko Karya Imaji Tbk.,8/9/2022,1307500000,Akselerasi,Consumer Cyclicals,45,58837500000,8/9/2022 9:00,11/18/2022 15:59,8/9/2022 9:00,11/18/2022 16:00,8/9/2022,11/18/2022
WOOD,Rohartindo Nusantara Luas Tbk.,8/9/2022,2050000000,Pengembangan,Consumer Cyclicals,87,1.78E+11,8/9/2022 9:00,11/18/2022 15:59,8/9/2022 9:00,11/18/2022 16:00,8/9/2022,11/18/2022
WOWS,Toba Surimi Industries Tbk.,8/10/2022,1950000000,Pengembangan,Consumer Non-Cyclicals,220,4.29E+11,8/10/2022 9:00,11/18/2022 15:59,8/10/2022 9:00,11/18/2022 16:00,8/10/2022,11/18/2022
WSBP,Hetzer Medical Indonesia Tbk.,8/10/2022,1562500000,Pengembangan,Healthcare,191,2.98E+11,8/10/2022 9:00,11/18/2022 15:59,8/10/2022 9:00,11/18/2022 16:00,8/10/2022,11/18/2022
WSKT,Black Diamond Resources Tbk.,9/7/2022,6250000000,Pengembangan,Energy,208,1.30E+12,9/7/2022 9:00,11/18/2022 15:59,9/7/2022 9:00,11/18/2022 16:00,9/7/2022,11/18/2022
WTON,Global Digital Niaga Tbk.,11/8/2022,1.18E+11,Utama,Technology,496,5.88E+13,11/8/2022 9:00,11/18/2022 15:59,11/8/2022 9:00,11/18/2022 16:00,11/9/2022,11/18/2022
YELO,Wulandari Bangun Laksana Tbk.,11/8/2022,25091713397,Utama,Properties & Real Estate,226,5.67E+12,11/8/2022 9:00,11/18/2022 15:59,11/8/2022 9:00,11/18/2022 16:00,11/9/2022,11/18/2022
YPAS,Citra Borneo Utama Tbk.,11/8/2022,3125000000,Utama,Consumer Non-Cyclicals,810,2.53E+12,11/8/2022 9:00,11/18/2022 15:59,11/8/2022 9:00,11/18/2022 16:00,11/9/2022,11/18/2022
YULE,Menthobi Karyatama Raya Tbk.,11/8/2022,12000000000,Pengembangan,Consumer Non-Cyclicals,130,1.56E+12,11/8/2022 9:00,11/18/2022 15:59,11/8/2022 9:00,11/18/2022 16:00,11/9/2022,11/18/2022
ZATA,Jayamas Medica Industri Tbk.,11/8/2022,27058850000,Utama,Healthcare,270,7.31E+12,11/8/2022 9:00,11/18/2022 15:59,11/8/2022 9:00,11/18/2022 16:00,11/9/2022,11/18/2022
ZBRA,Famon Awal Bros Sedaya Tbk.,11/8/2022,13959422300,Utama,Healthcare,740,1.03E+13,11/8/2022 9:00,11/18/2022 15:59,11/8/2022 9:00,11/18/2022 16:00,11/9/2022,11/18/2022
ZINC,Puri Sentul Permai Tbk.,11/9/2022,1250000000,Pengembangan,Consumer Cyclicals,150,1.88E+11,11/9/2022 9:00,11/18/2022 15:59,11/9/2022 9:00,11/18/2022 16:00,11/10/2022,11/18/2022
ZONE,Primadaya Plastisindo Tbk.,11/9/2022,2500000000,Pengembangan,Basic Materials,208,5.20E+11,11/9/2022 9:00,11/18/2022 15:59,11/9/2022 9:00,11/18/2022 16:00,11/10/2022,11/18/2022
ZYRX,Bersama Zatta Jaya Tbk.,11/10/2022,8496000000,Utama,Consumer Cyclicals,246,2.09E+12,11/10/2022 9:00,11/18/2022 15:59,11/10/2022 9:00,11/18/2022 16:00,11/11/2022,11/18/2022
